Power_norm,Speed_norm,Depth_trans,Width_trans,Length_trans
1.611805680738875,-1.2701705922155182,256.8526786,113.0758568,660.5600963
-0.14718047468470855,-1.2701705922155182,108.0036675,105.6131406,479.3923026
1.2600084502572393,1.558845726864204,39.26539251,73.17099079,595.0990314
1.611805680738875,-0.5629165124787401,129.019636,108.2763302,863.513732778
-0.49897770516634443,-0.9165435524134341,53.74689003,83.88314623,354.1428367
-1.5543693981189541,-0.5629165124787401,7.156440607,25.81274049,86.05811964
-0.14718047468470855,-0.9165435524134341,69.91662167,91.46124464,442.6753369
1.611805680738875,0.8515916475252564,55.57272622,84.46885565,722.7097172
-0.49897770516634443,0.1443375668602075,28.40298814,62.80566435,298.5550066
-1.2025721671850076,0.49796460719273195,11.87701034,38.75909058,148.4429722
-0.49897770516634443,-1.2701705922155182,80.24611982,95.10067223,383.9626086
-0.14718047468470855,0.8515916475252564,27.76984008,62.57100898,344.6420236
0.9082112182679009,1.2052186865316796,38.63846748,72.5866315,539.063765
-1.2025721671850076,-0.20928947214621568,16.17537695,45.07544176,164.0776573
0.2046167573046296,1.558845726864204,26.77815048,62.2290979,388.7260152
-0.8507749361002909,-0.20928947214621568,25.09912329,58.00038072,238.3769921
1.611805680738875,-0.9165435524134341,178.0496057,117.2048144,861.8416899
-0.8507749361002909,0.1443375668602075,21.89443835,54.41361457,226.9522194
0.9082112182679009,-1.6237976321502121,299.737283432,104.0229149,409.955231
0.2046167573046296,0.1443375668602075,42.96632584,75.59777821,446.916624
1.2600084502572393,-0.20928947214621568,84.21300676,96.16142642,735.7154084
-0.49897770516634443,0.8515916475252564,22.55367004,56.31383775,278.1854862
1.2600084502572393,0.49796460719273195,56.69887671,84.70005784,669.5740598
-1.2025721671850076,1.558845726864204,8.757709395,31.7957845,131.8516337
0.5564139877862653,-0.5629165124787401,78.10916309,95.3208842,590.5242143
1.611805680738875,1.558845726864204,43.80619618,76.26293879,670.0673886
1.2600084502572393,-1.2701705922155182,225.2049987,113.9199257,658.8839784
-1.2025721671850076,1.2052186865316796,9.786313974,33.72897487,136.9028912
-1.2025721671850076,-1.2701705922155182,34.97655799,65.71037119,199.563825
0.2046167573046296,-1.6237976321502121,236.8966021,108.0888166,419.9143718
-0.8507749361002909,1.2052186865316796,15.5218246,45.7858773,203.2211467
-1.5543693981189541,-0.20928947214621568,5.3218288,20.84055945,73.80461409
0.2046167573046296,0.49796460719273195,37.23604279,71.76775524,427.9774185
-1.5543693981189541,-0.9165435524134341,9.909989463,31.57808921,99.18881493
-0.8507749361002909,-1.6237976321502121,105.7671289,101.9794111,320.8880504
0.9082112182679009,0.49796460719273195,49.56645549,80.9791437,585.0390592
